id,name,club_type,slug,map_image_url,distance_away,distance_away_string,address_1,address_2,city,state,zip,country_code,phone,email,status,status_code,latitude,longitude,published_time,time_zone,front_desk_email,executive_email,reporting_id,online_reservations,ideawork_id,mms_id,mms_api,mms_instance,late_cancel_fee_amount,preferred_locale,facebook_url,facebook_handle,instagram_url,instagram_handle,twitter_url,twitter_handle,no_show_late_cancel_fees,fee_configuration,crunch_o_meter,apple_watch_connected,occupancy_status,ownership_group_id,ownership_group_name
648,South Marlboro,base_club,south-marlboro,https://d3gwr21bcravq3.cloudfront.net/store/club/map-29889765737738bd7dac-original.png,6926,6926 miles away,79 S Main St,,Marlboro,NJ,07746,US,732.298.6300,manager@CrunchSouthMarlboro.com,open,2,40.303674,-74.251083,2024-12-10T20:19:46Z,Eastern Time (US & Canada),Info@Crunchsouthmarlboro.com,,20335,True,,20335,abc,moso_corporate,0,en,https://facebook.com/crunchsouthmarlboro,@CrunchSouthMarlboro,https://www.instagram.com/crunchsouthmarlboro/,@CrunchSouthMarlboro,https://www.twitter.com/CrunchGym,@CrunchGym,False,a,False,False,unknown,10,Fitness Holdings
644,Wall Township,base_club,wall-township,https://d3gwr21bcravq3.cloudfront.net/store/club/map-a67da0be2f1ef714ed14-original.png,6929,6929 miles away,1825 NJ-35,,Wall Township,NJ,07719,US,732.749.8400,manager@crunchwalltownship.com,open,2,40.16534,-74.049316,2024-12-10T20:38:11Z,Eastern Time (US & Canada),info@Crunchwalltownship.com,,20333,True,,20333,abc,moso_corporate,0,en,,,,,https://www.twitter.com/CrunchGym,@CrunchGym,False,a,False,False,unknown,10,Fitness Holdings
385,Blaine,base_club,blaine,https://d3gwr21bcravq3.cloudfront.net/store/club/map-f0879ecf188f1d617d5e-original.png,6930,6930 miles away,12420 Aberdeen St NE,,Blaine,MN,55449,US,763.373.3773,info@crunchblaine.com,open,2,45.196049,-93.231567,2020-03-18T20:47:45Z,Central Time (US & Canada),groupfit@crunchminnesota.com,,3485,True,,3485,abc,moso_corporate,0,en,https://www.facebook.com/CrunchBlaine/,CrunchBlaine,https://www.instagram.com/crunchblaine/,@crunchblaine,https://twitter.com/CrunchGym,CrunchGym,False,a,True,False,unknown,67,Affordable Fitness Group LLC (Tom Cloutier)
647,Freehold,base_club,freehold,https://d3gwr21bcravq3.cloudfront.net/store/club/map-e3f85a8c16737befae2f-original.png,6930,6930 miles away,3681 US-9,,Freehold,NJ,07728,US,732.683.1313,manager@CrunchFreehold.com,open,2,40.2467,-74.279877,2024-12-10T20:49:10Z,Eastern Time (US & Canada),Info@Crunchfreehold.com,,20334,True,,20334,abc,moso_corporate,0,en,https://facebook.com/crunchfreehold,@CrunchFreehold,https://www.instagram.com/crunchfreehold/,@CrunchFreehold,https://www.twitter.com/CrunchGym,@CrunchGym,False,a,False,False,unknown,10,Fitness Holdings
377,East Windsor,select_club,east-windsor,https://d3gwr21bcravq3.cloudfront.net/store/club/map-385e950946aa2f3b726e-original.png,6936,6936 miles away,761 NJ-33,,East Windsor,NJ,08520,US,609.371.7111,manager@cruncheastwindsor.com,open,2,40.25653,-74.55009,2020-02-24T14:06:00Z,Eastern Time (US & Canada),groupfitness@cruncheastwindsor.com,,4039,True,,4039,abc,moso_corporate,0,en,https://www.facebook.com/cruncheastwindsor,@CrunchEastWindsor,https://instagram.com/crunch_eastwindsor,@Crunch_EastWindsor,https://twitter.com/CrunchGym,CrunchGym,False,a,True,False,unknown,18,Primetime Fitness (Hourani/Wiese)
438,Maple Grove,base_club,maple-grove,https://d3gwr21bcravq3.cloudfront.net/store/club/map-5d69e7a25c8ace33f927-original.png,6936,6936 miles away,15500 Grove Circle N,,Maple Grove,MN,55369,US,763.453.3976,info@crunchmaplegrove.com,open,2,45.136231,-93.477508,2021-08-18T19:00:29Z,Central Time (US & Canada),groupfit@crunchminnesota.com,,20058,True,,20058,abc,moso_corporate,0,en,https://www.facebook.com/CrunchMapleGrove,@CrunchMapleGrove,https://www.instagram.com/crunchmaplegrove,@CrunchMapleGrove,https://www.twitter.com/crunchgym,@CrunchGym,False,a,True,False,unknown,67,Affordable Fitness Group LLC (Tom Cloutier)
5,Appleton,base_club,appleton,https://d3gwr21bcravq3.cloudfront.net/store/club/map-b13b26d83183e9dafbc9-original.png,6937,6937 miles away,2500 South Kensington Dr,,Appleton,WI,54915,US,920.750.6199,manager@crunchappleton.com,open,2,44.23972,-88.3607,2017-01-04T23:32:20Z,Central Time (US & Canada),onlinereservations@crunchappleton.com,,7685,True,551.0,7685,abc,moso_corporate,100,en,http://www.Facebook.com/CrunchAppleton,CrunchAppleton,,,https://twitter.com/CrunchGym,@CrunchGym,True,a,True,False,unknown,33,McGlone Fitness Group Inc. (Ken Mcglone)
588,Erie,base_club,erie,https://d3gwr21bcravq3.cloudfront.net/store/club/map-3a85da15c777a020ab4f-original.png,6941,6941 miles away,1520 W 26th Street,,Erie,PA,16508,US,814.840.1300,info@cruncherie.com,open,2,42.10117,-80.10457,2024-04-03T18:47:46Z,Eastern Time (US & Canada),gfcruncherie@gmail.com,,20273,True,,20273,abc,moso_corporate,0,en,https://www.facebook.com/crunchcerie,CrunchEriePA,https://instagram.com/crunch.erie,Crunch.Erie,https://twitter.com/crunchgym,CrunchGym,False,b,False,False,unknown,42,Fitness Ventures LLC (Brian Hibbard)
59,Hamilton,base_club,hamilton,https://d3gwr21bcravq3.cloudfront.net/store/club/map-49f2679a34d413ff5833-original.png,6944,6944 miles away,2465 S Broad St,,Hamilton,NJ,08610,US,609.888.2400,manager@crunchhamilton.com,open,2,40.19222,-74.7201,2016-12-23T18:42:17Z,Eastern Time (US & Canada),GroupFitness609@gmail.com,,7674,True,540.0,7674,abc,moso_corporate,0,en,https://www.facebook.com/CrunchHamilton,CrunchHamiton,https://www.instagram.com/crunch.hamilton/,@Crunch.Hamilton,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,85,Hamilton Health and Fitness LLC (Chris Pacifico)
141,Toms River,base_club,toms-river,https://d3gwr21bcravq3.cloudfront.net/store/club/map-24b5ad631accd1026293-original.png,6944,6944 miles away,635 Bay Avenue,Unit U295,Toms River,NJ,08753,US,732.831.4617,manager@crunchtomsriver.com,open,2,39.975094,-74.18058,2016-12-23T18:46:03Z,Eastern Time (US & Canada),tomsriverclasses@gmail.com,,7653,True,433.0,7653,abc,moso_corporate,0,en,http://www.Facebook.com/CrunchTomsRiver,CrunchTomsRiver,,,https://twitter.com/CrunchGym,@CrunchGym,False,c,True,False,unknown,16,F3 LLC (Tim DeLorenzo)
48,Fairless Hills,base_club,fairless-hills,https://d3gwr21bcravq3.cloudfront.net/store/club/map-b976ebf4a3aff8611c14-original.png,6947,6947 miles away,110 Commerce Blvd,,Fairless Hills,PA,19030,US,215.809.1600,manager@crunchfairlesshills.com,open,2,40.18759,-74.86726,2016-12-23T18:41:47Z,Eastern Time (US & Canada),info@crunchfairlesshills.com,,7299,True,328.0,7299,abc,,0,en,http://www.Facebook.com/CrunchFairlessHills,CrunchFairlessHills,https://www.instagram.com/crunch_fairlesshills/,@Crunch_FairlessHills,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
326,Bensalem,base_club,bensalem,https://d3gwr21bcravq3.cloudfront.net/store/club/map-b6e9a44498a55c0a4610-original.png,6957,6957 miles away,1336 Bristol Pike,,Bensalem,PA,19020,US,267.545.8259,manager@crunchbensalem.com,open,2,40.0738,-74.96662,2019-01-28T15:13:09Z,Eastern Time (US & Canada),info@crunchbensalem.com,,6248,True,,6248,abc,,0,en,https://www.facebook.com/CrunchBensalem,CrunchBensalem,https://www.instagram.com/Crunch_Bensalem,Crunch_Bensalem,https://twitter.com/crunchgym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
393,Roosevelt,base_club,roosevelt,https://d3gwr21bcravq3.cloudfront.net/store/club/map-df5a66ca4b2229d6adc3-original.png,6958,6958 miles away,9173 Roosevelt Blvd,,Philadelphia,PA,19114,US,215.693.5671,manager@crunchroosevelt.com,open,2,40.07526,-75.03237,2020-07-31T15:08:22Z,Eastern Time (US & Canada),info@crunchroosevelt.com,,20007,True,,20007,abc,moso_corporate,0,en,https://www.facebook.com/crunchroosevelt,crunchroosevelt,https://www.instagram.com/crunchroosevelt,crunchroosevelt,,,False,a,True,False,unknown,10,Fitness Holdings
66,Huntingdon Valley,base_club,huntingdon-valley,https://d3gwr21bcravq3.cloudfront.net/store/club/map-ab95a63027f94718b2ed-original.png,6959,6959 miles away,755 Huntingdon Pike,,Huntingdon Valley,PA,19006,US,267.636.5441,manager@crunchhuntingdonvalley.com,open,2,40.08783,-75.09256,2016-12-23T18:42:37Z,Eastern Time (US & Canada),info@crunchhuntingdonvalley.com,,5915,True,776.0,5915,abc,,0,en,https://www.facebook.com/CrunchHuntingdonValley,CrunchHuntingdonValley,https://www.instagram.com/crunch_huntingdonvalley/,@Crunch_HuntingdonValley,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
354,Clinton Township,base_club,clinton-township,https://d3gwr21bcravq3.cloudfront.net/store/club/map-75e613b44e8f1c2c3390-original.png,6961,6961 miles away,41601 Garfield Road,,Clinton Township,MI,48038,US,586.701.2650,manager@crunchclintontownship.com,open,2,42.604977,-82.954797,2019-09-10T13:09:43Z,Eastern Time (US & Canada),manager@crunchclintontownship.com,,8253,True,,8253,abc,moso_corporate,0,en,https://www.facebook.com/CrunchClintonTownship/,CrunchClintonTownship,,,,,False,a,True,False,unknown,18,Primetime Fitness (Hourani/Wiese)
511,Pottstown,base_club,pottstown,https://d3gwr21bcravq3.cloudfront.net/store/club/map-3bcf642e865b3abf3650-original.png,6962,6962 miles away,223 Shoemaker Rd.,STE. 139,Pottstown,PA,19464,US,610.427.4531,manager@crunchpottstown.com,open,2,40.25472,-75.66485,2022-08-25T19:36:56Z,Eastern Time (US & Canada),manager@crunchpottstown.com,,20107,True,,20107,abc,moso_corporate,0,en,https://facebook.com/crunchpottstown,crunchpottstown,https://instagram.com/crunchpottstown,crunchpottstown,https://twitter.com/crunchgym,@CrunchGym,False,a,False,False,unknown,10,Fitness Holdings
625,Norristown,base_club,norristown,https://d3gwr21bcravq3.cloudfront.net/store/club/map-be2fa7c505819e546936-original.png,6962,6962 miles away,2739 Ridge Pike,,Norristown,PA,19403,US,484.868.9003,manager@crunchnorristown.com,open,2,40.146118,-75.39296,2024-09-10T19:07:53Z,Eastern Time (US & Canada),info@crunchnorristown.com,,20312,True,,20312,abc,moso_corporate,0,en,https://facebook.com/crunchNorristown,@CrunchNorristown,https://www.instagram.com/crunchnorristown/,@CrunchNorristown,https://www.twitter.com/CrunchGym,@CrunchGym,False,a,False,False,unknown,10,Fitness Holdings
314,Waterford,base_club,waterford,https://d3gwr21bcravq3.cloudfront.net/cache/club/map-ee4d902e1ed38b764e94.png,6963,6963 miles away,4998 Dixie Hwy,Suite 100,Waterford,MI,48329,US,248.742.7270,info@crunchwaterford.com,open,2,42.69349,-83.3881,2018-11-07T20:48:58Z,Eastern Time (US & Canada),staff@crunchwaterford.com,,7264,True,,7264,abc,moso_corporate,0,en,https://www.facebook.com/CrunchWaterford/,CrunchWaterford,https://www.instagram.com/CrunchWaterford/,CrunchWaterford,,,False,a,True,False,unknown,18,Primetime Fitness (Hourani/Wiese)
355,Warren,base_club,warren,https://d3gwr21bcravq3.cloudfront.net/store/club/map-0679974a484bdd8f6ca5-original.png,6964,6964 miles away,30750 Schoenherr Road,Suite B,Warren,MI,48088,US,586.636.6200,manager@crunchwarren.com,open,2,42.580329,-82.987985,2019-09-10T13:09:20Z,Eastern Time (US & Canada),manager@crunchwarren.com,,4864,True,,4864,abc,moso_corporate,0,en,https://www.facebook.com/CrunchWarren/,CrunchWarren,,,https://www.twitter.com/CrunchGym,CrunchGym,False,a,True,False,unknown,18,Primetime Fitness (Hourani/Wiese)
285,Moorestown,base_club,moorestown,https://d3gwr21bcravq3.cloudfront.net/store/club/map-5b5b8c524d15ff68ee8a-original.png,6965,6965 miles away,1349 Nixon Drive,,Moorestown,NJ,08057,US,856.581.0823,manager@crunchmoorestown.com,open,2,39.94265,-74.959534,2018-06-25T16:00:13Z,Eastern Time (US & Canada),info@crunchmoorestown.com,,8291,True,,8291,abc,moso_corporate,0,en,https://www.Facebook.com/CrunchMoorestown,@CrunchMoorestown,https://www.instagram.com/crunch.moorestown,@crunch.moorestown,https://www.twitter.com/crunchgym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
590,State College,base_club,state-college,https://d3gwr21bcravq3.cloudfront.net/store/club/map-84cbaae9620b1ceedf6f-original.png,6978,6978 miles away,510 Westerly Pkwy,,State College,PA,16801,US,814.954.1800,info@crunchstatecollege.com,open,2,40.78181,-77.85279,2024-04-29T18:52:51Z,Eastern Time (US & Canada),CrunchGFStateCollege@gmail.com,,20279,True,,20279,abc,moso_corporate,0,en,https://www.facebook.com/crunchstatecollege,@CrunchStateCollege,https://instagram.com/crunchstatecollege,@CrunchStateCollege,https://twitter.com/crunchgym,@CrunchGym,False,b,False,False,unknown,42,Fitness Ventures LLC (Brian Hibbard)
257,Farmington Hills,base_club,farmington-hills,https://d3gwr21bcravq3.cloudfront.net/store/club/map-9cf787946411fb538fac-original.png,6978,6978 miles away,24900 Haggerty Rd,,Farmington Hills,MI,48335,US,248.516.3177,Info@crunchfarmingtonhills.com,open,2,42.474216,-83.433832,2017-12-22T19:14:52Z,Eastern Time (US & Canada),frontdeskmanager@crunchfarmingtonhills.com,,8246,True,,8246,abc,moso_corporate,0,en,https://www.facebook.com/CrunchFarmingtonHills,CrunchFarmingtonHills,,,,,False,a,True,False,unknown,18,Primetime Fitness (Hourani/Wiese)
340,East Lansing,base_club,east-lansing,https://d3gwr21bcravq3.cloudfront.net/store/club/map-c63e2062b5410f622bf0-original.png,6979,6979 miles away,2655 East Grand River Ave.,,East Lansing,MI,48823,US,517.741.0200,info@cruncheastlansing.com,open,2,42.72403,-84.450633,2019-06-04T18:33:47Z,Eastern Time (US & Canada),staff@cruncheastlansing.com,,6737,True,,6737,abc,,0,en,https://www.facebookcom/cruncheastlansing,CrunchEastLansing,,,https://www.twitter.com/crunchgym,CrunchGym,False,a,True,False,unknown,18,Primetime Fitness (Hourani/Wiese)
615,Walker,base_club,walker,https://d3gwr21bcravq3.cloudfront.net/store/club/map-bfca93a6e52ccb4825c8-original.png,6980,6980 miles away,3130 Alpine Avenue,,Walker,MI,49544,US,616.221.5349,info@crunchwalker.com,open,2,43.01975,-85.68723,2024-08-07T17:53:38Z,Eastern Time (US & Canada),info@crunchwalker.com,,20297,True,,20297,abc,moso_corporate,0,en,https://www.facebook.com/CrunchWalkerMI,@CrunchWalkerMI,https://www.instagram.com/crunchwalker,@CrunchWalker,https://www.twitter.com/CrunchGym,@CrunchGym,False,a,False,False,unknown,75,"Fit Fusion, LLC (McCormack/Goodsell)"
576,Eugene-Springfield,base_club,eugene,https://d3gwr21bcravq3.cloudfront.net/store/club/map-3be79309fbee7f1af576-original.png,6980,6980 miles away,3000 Gateway St,,Eugene-Springfield,OR,97477,US,458.275.0399,info@cruncheugene.com,open,2,44.0739,-123.04529,2024-02-02T20:12:21Z,Pacific Time (US & Canada),Gfiteugene@gmail.com,,20143,True,,20143,abc,moso_corporate,0,en,https://www.facebook.com/cruncheugene,@CrunchEugene,https://instagram.com/cruncheugene,@CrunchEugene,https://twitter.com/crunchgym,@CrunchGym,False,b,False,False,unknown,42,Fitness Ventures LLC (Brian Hibbard)
679,West Lansing,base_club,west-lansing,https://d3gwr21bcravq3.cloudfront.net/store/club/map-d501ca7843f5494418ec-original.png,6981,6981 miles away,5625 W Saginaw Highway,,Lansing,MI,48917,US,517.299.5699,manager@crunchwestlansing.com,coming_soon_(no_online_sales),3,42.738958,-84.630848,2025-03-31T14:49:21Z,Eastern Time (US & Canada),manager@crunchwestlansing.com,,20364,False,,20364,abc,moso_corporate,0,en,http://www.Facebook.com/CrunchWestLansing,@crunchwestlansing,https://www.instagram.com/crunchwestlansing,@crunchwestlansing,https://twitter.com/CrunchGym,@CrunchGym,False,a,False,False,unknown,18,Primetime Fitness (Hourani/Wiese)
254,Dearborn,base_club,dearborn,https://d3gwr21bcravq3.cloudfront.net/store/club/map-e29e84fd6cd89c2db9fc-original.png,6984,6984 miles away,5601 Mercury Dr,,Dearborn,MI,48126,US,313.982.9711,manager@crunchdearborn.com,open,2,42.330002,-83.205409,2017-12-11T22:19:58Z,Eastern Time (US & Canada),staff@crunchdearborn.com,,8247,True,,8247,abc,,0,en,https://www.facebook.com/CrunchDearborn,CrunchDearborn,,,,,False,a,True,False,unknown,18,Primetime Fitness (Hourani/Wiese)
618,Kentwood,base_club,kentwood,https://d3gwr21bcravq3.cloudfront.net/store/club/map-e3d33495e178dd00a858-original.png,6984,6984 miles away,4901 28th St SE,,Grand Rapids,MI,49512,US,616.280.4299,info@crunchkentwood.com,open,2,42.9139,-85.54681,2024-08-28T14:07:02Z,Eastern Time (US & Canada),info@crunchkentwood.com,,20302,True,,20302,abc,moso_corporate,0,en,https://www.facebook.com/CrunchKentwood,@CrunchKentwood,https://www.instagram.com/CrunchKentwood,@CrunchKentwood,https://www.twitter.com/CrunchGym,@CrunchGym,False,a,False,False,unknown,75,"Fit Fusion, LLC (McCormack/Goodsell)"
677,Brandywine,base_club,brandywine,https://d3gwr21bcravq3.cloudfront.net/store/club/map-07d834ca125638536fb4-original.png,6985,6985 miles away,5331 Brandywine Pkwy,,Wilmington,DE,19803,US,302.266.1416,manager@crunchbrandywine.com,open,2,39.831825,-75.538659,2025-03-24T18:02:27Z,Eastern Time (US & Canada),manager@crunchbrandywine.com,,20361,True,,20361,abc,moso_corporate,0,en,https://facebook.com/crunchbrandywine,@CrunchBrandywine,https://www.instagram.com/crunchbrandywine/,@CrunchBrandywine,https://www.twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
206,Westland,base_club,westland,https://d3gwr21bcravq3.cloudfront.net/store/club/map-ed3f0fee956a13f29abb-original.png,6986,6986 miles away,35715 Warren Road,,Westland,MI,48185,US,734.589.8622,staff@crunchwestland.com,open,2,42.337598,-83.39553,2017-05-30T01:05:40Z,Eastern Time (US & Canada),staff@crunchwestland.com,,6010,True,896.0,6010,abc,moso_corporate,0,en,https://www.facebook.com/CrunchWestland/,CrunchWestland,,,https://twitter.com/CrunchGym,CrunchGym,False,a,True,False,unknown,18,Primetime Fitness (Hourani/Wiese)
286,Harrisburg,base_club,harrisburg,https://d3gwr21bcravq3.cloudfront.net/store/club/map-69bac4e7cac7a3e11610-original.png,6987,6987 miles away,3880B Union Deposit Road,,Harrisburg,PA,17109,US,717.793.3656,manager@crunchharrisburg.com,open,2,40.279358,-76.824308,2018-06-25T16:01:50Z,Eastern Time (US & Canada),fdharrisburg@gmail.com,,8275,True,,8275,abc,moso_corporate,0,en,https://www.facebook.com/CrunchHarrisburg,CrunchHarrisburg,https://www.instagram.com/CrunchHarrisburg,CrunchHarrisburg,https://twitter.com/crunchgym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
351,Lancaster PA,base_club,lancaster-pa,https://d3gwr21bcravq3.cloudfront.net/store/club/map-6071095b9748937fe1c4-original.png,6989,6989 miles away,870 Plaza Blvd,,Lancaster,PA,17601,US,717.824.4092,manager@crunchlancasterpa.com,open,2,40.070469,-76.343872,2019-08-12T14:57:40Z,Eastern Time (US & Canada),crunchlancasterpa@gmail.com,,6799,True,,6799,abc,moso_corporate,0,en,https://www.facebook.com/CrunchLancasterPA/,CrunchLancasterPA,,,,,False,a,True,False,unknown,10,Fitness Holdings
296,Taylor,base_club,taylor,https://d3gwr21bcravq3.cloudfront.net/cache/club/map-03079ea78102d125f6b0.png,6990,6990 miles away,21604 Ecorse Road,,Taylor,MI,48180,US,734.234.6670,info@crunchtaylor.com,open,2,42.255546,-83.268143,2018-09-04T21:50:38Z,Eastern Time (US & Canada),staff@crunchtaylor.com,,7251,True,,7251,abc,moso_corporate,0,en,https://www.facebook.com/CrunchTaylor,@crunchtaylor,,,https://twitter.com/crunchgym,@CrunchGym,False,a,True,False,unknown,18,Primetime Fitness (Hourani/Wiese)
437,Southgate,base_club,southgate,https://d3gwr21bcravq3.cloudfront.net/store/club/map-74c719f7890157e48b9f-original.png,6992,6992 miles away,14265 Eureka Road,,Southgate,MI,48195,US,734.258.7366,info@crunchsouthgate.com,open,2,42.19885,-83.19682,2021-09-08T12:35:17Z,Eastern Time (US & Canada),info@crunchsouthgate.com,,20064,True,,20064,abc,moso_corporate,0,en,https://www.facebook.com/CrunchSouthgate,CrunchSouthgate,https://www.instagram.com/CrunchSouth.gate,CrunchSouth.gate,https://www.twitter.com/CrunchGym,CrunchGym,False,a,True,False,unknown,18,Primetime Fitness (Hourani/Wiese)
429,Mechanicsburg,base_club,mechanicsburg,https://d3gwr21bcravq3.cloudfront.net/store/club/map-f401ff9ce557523363ba-original.png,6993,6993 miles away,5850 Carlisle Pike,,Mechanicsburg,PA,17050,US,717.620.4642,info@crunchmechanicsburg.com,open,2,40.24126,-76.990102,2021-07-19T16:16:48Z,Eastern Time (US & Canada),info@crunchmechanicsburg.com,,20053,True,,20053,abc,moso_corporate,0,en,https://www.facebook.com/CrunchMechanicsburg,CrunchMechanicsburg,https://www.instagram.com/CrunchMechanicsburg,CrunchMechanicsburg,https://www.twitter.com/CrunchGym,CrunchGym,False,a,True,False,unknown,11,Box Holdings LLC (Chad Smith)
330,Ypsilanti,base_club,ypsilanti,https://d3gwr21bcravq3.cloudfront.net/store/club/map-f186ade922fd3695017e-original.png,6996,6996 miles away,3020 Washtenaw Ave,,Ypsilanti,MI,48197,US,734.221.3633,manager@crunchypsilanti.com,open,2,42.241056,-83.613055,2019-03-19T16:33:07Z,Eastern Time (US & Canada),manager@crunchypsilanti.com,,6357,True,,6357,abc,moso_corporate,0,en,https://www.facebook.com/CrunchYpsilanti/,CrunchYpsilanti,https://www.instagram.com/crunch_ypsilanti,Crunch_Ypsilanti,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,18,Primetime Fitness (Hourani/Wiese)
718,Willoughby,base_club,willoughby,https://d3gwr21bcravq3.cloudfront.net/store/club/map-d5073caad6821c51b077-original.png,6997,6997 miles away,35101 Euclid Avenue,Unit 17,Willoughby,OH,44094,US,440.202.8030,info@crunchwilloughby.com,coming_soon_(no_online_sales),3,41.626656,-81.437108,2025-07-25T18:27:12Z,Eastern Time (US & Canada),info@crunchwilloughby.com,,20412,False,,20412,abc,moso_corporate,0,en,https://www.facebook.com/CrunchWilloughby,@CrunchWilloughby,https://www.instagram.com/crunchwilloughby,@CrunchWilloughby,,,False,a,False,False,unknown,75,"Fit Fusion, LLC (McCormack/Goodsell)"
322,Ann Arbor,base_club,ann-arbor,https://d3gwr21bcravq3.cloudfront.net/cache/club/map-66d319527a42746e45fb.png,6999,6999 miles away,2723 Oak Valley Drive,,Ann Arbor,MI,48103,US,734.325.9135,manager@crunchannarbor.com,open,2,42.24722,-83.76915,2018-12-24T14:43:01Z,America/Detroit,frontdesk@crunchannarbor.com,,7694,True,,7694,abc,moso_corporate,0,en,https://www.facebook.com/CrunchAnnArbor/,@CrunchAnnArbor,https://www.instagram.com/crunch_ann_arbor/,@Crunch_Ann_Arbor,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,18,Primetime Fitness (Hourani/Wiese)
563,Newark,base_club,newark,https://d3gwr21bcravq3.cloudfront.net/store/club/map-8df6113ded99a941a8f0-original.png,6999,6999 miles away,400 Grove Lane,,Newark,DE,19711,US,302.366.4061,manager@crunchnewark.com,open,2,39.683042,-75.736278,2023-10-02T17:23:20Z,Eastern Time (US & Canada),manager@crunchnewark.com,,20248,True,,20248,abc,moso_corporate,0,en,https://www.facebook.com/crunchnewark,@CrunchNewark,https://instagram.com/Crunchnewark,@CrunchNewark,https://twitter.com/crunchgym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
370,East York,base_club,east-york,https://d3gwr21bcravq3.cloudfront.net/store/club/map-ad675407de6e818687e7-original.png,7003,7003 miles away,2435 E Market Street,,York,PA,17402,US,717.430.8094,manager@cruncheastyork.com,open,2,39.97432,-76.67998,2019-11-27T16:22:22Z,Eastern Time (US & Canada),Cruncheastyork@gmail.com,,4955,True,,4955,abc,moso_corporate,0,en,https://www.facebook.com/CrunchEastYork,CrunchEastYork,https://www.instagram.com/CrunchEastYork,CrunchEastYork,,,False,a,True,False,unknown,10,Fitness Holdings
162,York,base_club,york,https://d3gwr21bcravq3.cloudfront.net/store/club/map-7ccfdbc3d1d0cf2d8bb8-original.png,7004,7004 miles away,905 Loucks Rd,,York,PA,17404,US,717.850.9393,manager@crunchyork.com,open,2,39.9810346,-76.7540662,2018-10-03T15:47:49Z,Eastern Time (US & Canada),fdcrunchyork@gmail.com,,5939,True,816.0,5939,abc,moso_corporate,0,en,https://www.facebook.com/CrunchYork,CrunchYork,,,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
602,Brookfield,base_club,brookfield,https://d3gwr21bcravq3.cloudfront.net/store/club/map-7171dda133afdfb9242a-original.png,7010,7010 miles away,12575 W Capitol Dr,,Brookfield,WI,53005,US,262.351.0109,info@crunchbrookfield.com,open,2,43.08748,-88.06823,2024-06-14T17:16:42Z,Central Time (US & Canada),manager@crunchbrookfield.com,,20287,True,,20287,abc,moso_corporate,0,en,https://www.facebook.com/CrunchBrookfield,@CrunchBrookfield,https://www.instagram.com/CrunchBrookfield,@CrunchBrookfield,,,False,a,True,False,unknown,73,"JEM C.F. Holdings, LLC (Jem Wellness Brands)"
656,Monroe,base_club,monroe,https://d3gwr21bcravq3.cloudfront.net/store/club/map-acbb7ff570b9d0b9a070-original.png,7012,7012 miles away,1525 Mall Road,,Monroe,MI,48162,US,734.230.2930,manager@crunchmonroe.com,open,2,41.951138,-83.401984,2024-12-26T21:40:14Z,Eastern Time (US & Canada),manager@crunchmonroe.com,,20338,True,,20338,abc,moso_corporate,0,en,http://www.Facebook.com/CrunchMonroe,@CrunchMonroe,https://www.instagram.com/crunchmonroe,@CrunchMonroe,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,18,Primetime Fitness (Hourani/Wiese)
606,Waukesha,base_club,waukesha,https://d3gwr21bcravq3.cloudfront.net/store/club/map-587e78c5d0f6e5ed8aa9-original.png,7019,7019 miles away,120 E Sunset Drive,,Waukesha,WI,53189,US,262.270.1693,info@crunchwaukesha.com,open,2,42.98929,-88.22522,2024-07-08T15:04:58Z,Central Time (US & Canada),Manager@crunchwaukesha.com,,20288,True,,20288,abc,moso_corporate,0,en,https://www.facebook.com/CrunchWaukesha,@CrunchWaukesha,https://www.instagram.com/CrunchWaukesha,@CrunchWaukesha,,,False,b,True,False,unknown,73,"JEM C.F. Holdings, LLC (Jem Wellness Brands)"
601,Greenfield,base_club,greenfield,https://d3gwr21bcravq3.cloudfront.net/store/club/map-be882324227a50eb6aea-original.png,7019,7019 miles away,6251 S 27th Street,,Greenfield,WI,53221,US,414.786.5552,info@crunchgreenfield.com,open,2,42.9313,-87.95171,2024-06-11T19:37:14Z,Central Time (US & Canada),Manager@crunchGreenfield.com,,20286,True,,20286,abc,moso_corporate,0,en,https://www.facebook.com/CrunchGreenfield,@CrunchGreenfield,https://www.instagram.com/CrunchGreenfield,@CrunchGreenfield,,,False,a,True,False,unknown,73,"JEM C.F. Holdings, LLC (Jem Wellness Brands)"
